"Query","QueryPath","Custom","PCI DSS v3.2","OWASP Top 10 2013","FISMA 2014","NIST SP 800-53","OWASP Top 10 2017","OWASP Mobile Top 10 2016","SrcFileName","Line","Column","NodeId","Name","DestFileName","DestLine","DestColumn","DestNodeId","DestName","Result State","Result Severity","Assigned To","Comment","Link","Result Status"
"Improper Resource Access Authorization","Java\Cx\Java Low Visibility\Improper Resource Access Authorization Version:3","","PCI DSS (3.2) - 6.5.8 - Improper access control","A2-Broken Authentication and Session Management","Identification And Authentication","AC-3 Access Enforcement (P1)","","","WebGoat-8.0.0.M23/webgoat-container/src/main/java/org/owasp/webgoat/session/CreateDB.java","860","32","1","executeUpdate","WebGoat-8.0.0.M23/webgoat-container/src/main/java/org/owasp/webgoat/session/CreateDB.java","860","32","1","executeUpdate","To Verify","Low","","","http://DAEVEGA/CxWebClient/ViewerMain.aspx?scanid=67171&projectid=357&pathid=290","New"
"Improper Resource Access Authorization","Java\Cx\Java Low Visibility\Improper Resource Access Authorization Version:3","","PCI DSS (3.2) - 6.5.8 - Improper access control","A2-Broken Authentication and Session Management","Identification And Authentication","AC-3 Access Enforcement (P1)","","","WebGoat-8.0.0.M23/webgoat-container/src/main/java/org/owasp/webgoat/session/CreateDB.java","862","32","1","executeUpdate","WebGoat-8.0.0.M23/webgoat-container/src/main/java/org/owasp/webgoat/session/CreateDB.java","862","32","1","executeUpdate","To Verify","Low","","","http://DAEVEGA/CxWebClient/ViewerMain.aspx?scanid=67171&projectid=357&pathid=291","New"
"Improper Resource Access Authorization","Java\Cx\Java Low Visibility\Improper Resource Access Authorization Version:3","","PCI DSS (3.2) - 6.5.8 - Improper access control","A2-Broken Authentication and Session Management","Identification And Authentication","AC-3 Access Enforcement (P1)","","","WebGoat-8.0.0.M23/webgoat-container/src/main/java/org/owasp/webgoat/session/CreateDB.java","864","32","1","executeUpdate","WebGoat-8.0.0.M23/webgoat-container/src/main/java/org/owasp/webgoat/session/CreateDB.java","864","32","1","executeUpdate","To Verify","Low","","","http://DAEVEGA/CxWebClient/ViewerMain.aspx?scanid=67171&projectid=357&pathid=292","New"
"Improper Resource Access Authorization","Java\Cx\Java Low Visibility\Improper Resource Access Authorization Version:3","","PCI DSS (3.2) - 6.5.8 - Improper access control","A2-Broken Authentication and Session Management","Identification And Authentication","AC-3 Access Enforcement (P1)","","","WebGoat-8.0.0.M23/webgoat-container/src/main/java/org/owasp/webgoat/session/CreateDB.java","867","32","1","executeUpdate","WebGoat-8.0.0.M23/webgoat-container/src/main/java/org/owasp/webgoat/session/CreateDB.java","867","32","1","executeUpdate","To Verify","Low","","","http://DAEVEGA/CxWebClient/ViewerMain.aspx?scanid=67171&projectid=357&pathid=293","New"
"Improper Resource Access Authorization","Java\Cx\Java Low Visibility\Improper Resource Access Authorization Version:3","","PCI DSS (3.2) - 6.5.8 - Improper access control","A2-Broken Authentication and Session Management","Identification And Authentication","AC-3 Access Enforcement (P1)","","","WebGoat-8.0.0.M23/webgoat-container/src/main/java/org/owasp/webgoat/session/CreateDB.java","869","32","1","executeUpdate","WebGoat-8.0.0.M23/webgoat-container/src/main/java/org/owasp/webgoat/session/CreateDB.java","869","32","1","executeUpdate","To Verify","Low","","","http://DAEVEGA/CxWebClient/ViewerMain.aspx?scanid=67171&projectid=357&pathid=294","New"
"Improper Resource Access Authorization","Java\Cx\Java Low Visibility\Improper Resource Access Authorization Version:3","","PCI DSS (3.2) - 6.5.8 - Improper access control","A2-Broken Authentication and Session Management","Identification And Authentication","AC-3 Access Enforcement (P1)","","","WebGoat-8.0.0.M23/webgoat-container/src/main/java/org/owasp/webgoat/session/CreateDB.java","871","32","1","executeUpdate","WebGoat-8.0.0.M23/webgoat-container/src/main/java/org/owasp/webgoat/session/CreateDB.java","871","32","1","executeUpdate","To Verify","Low","","","http://DAEVEGA/CxWebClient/ViewerMain.aspx?scanid=67171&projectid=357&pathid=295","New"
"Improper Resource Access Authorization","Java\Cx\Java Low Visibility\Improper Resource Access Authorization Version:3","","PCI DSS (3.2) - 6.5.8 - Improper access control","A2-Broken Authentication and Session Management","Identification And Authentication","AC-3 Access Enforcement (P1)","","","WebGoat-8.0.0.M23/webgoat-container/src/main/java/org/owasp/webgoat/session/CreateDB.java","873","32","1","executeUpdate","WebGoat-8.0.0.M23/webgoat-container/src/main/java/org/owasp/webgoat/session/CreateDB.java","873","32","1","executeUpdate","To Verify","Low","","","http://DAEVEGA/CxWebClient/ViewerMain.aspx?scanid=67171&projectid=357&pathid=296","New"
"Improper Resource Access Authorization","Java\Cx\Java Low Visibility\Improper Resource Access Authorization Version:3","","PCI DSS (3.2) - 6.5.8 - Improper access control","A2-Broken Authentication and Session Management","Identification And Authentication","AC-3 Access Enforcement (P1)","","","WebGoat-8.0.0.M23/webgoat-container/src/main/java/org/owasp/webgoat/session/CreateDB.java","875","32","1","executeUpdate","WebGoat-8.0.0.M23/webgoat-container/src/main/java/org/owasp/webgoat/session/CreateDB.java","875","32","1","executeUpdate","To Verify","Low","","","http://DAEVEGA/CxWebClient/ViewerMain.aspx?scanid=67171&projectid=357&pathid=297","New"
"Improper Resource Access Authorization","Java\Cx\Java Low Visibility\Improper Resource Access Authorization Version:3","","PCI DSS (3.2) - 6.5.8 - Improper access control","A2-Broken Authentication and Session Management","Identification And Authentication","AC-3 Access Enforcement (P1)","","","WebGoat-8.0.0.M23/webgoat-container/src/main/java/org/owasp/webgoat/session/CreateDB.java","877","32","1","executeUpdate","WebGoat-8.0.0.M23/webgoat-container/src/main/java/org/owasp/webgoat/session/CreateDB.java","877","32","1","executeUpdate","To Verify","Low","","","http://DAEVEGA/CxWebClient/ViewerMain.aspx?scanid=67171&projectid=357&pathid=298","New"
"Improper Resource Access Authorization","Java\Cx\Java Low Visibility\Improper Resource Access Authorization Version:3","","PCI DSS (3.2) - 6.5.8 - Improper access control","A2-Broken Authentication and Session Management","Identification And Authentication","AC-3 Access Enforcement (P1)","","","WebGoat-8.0.0.M23/webgoat-container/src/main/java/org/owasp/webgoat/session/CreateDB.java","879","32","1","executeUpdate","WebGoat-8.0.0.M23/webgoat-container/src/main/java/org/owasp/webgoat/session/CreateDB.java","879","32","1","executeUpdate","To Verify","Low","","","http://DAEVEGA/CxWebClient/ViewerMain.aspx?scanid=67171&projectid=357&pathid=299","New"
"Improper Resource Access Authorization","Java\Cx\Java Low Visibility\Improper Resource Access Authorization Version:3","","PCI DSS (3.2) - 6.5.8 - Improper access control","A2-Broken Authentication and Session Management","Identification And Authentication","AC-3 Access Enforcement (P1)","","","WebGoat-8.0.0.M23/webgoat-container/src/main/java/org/owasp/webgoat/session/CreateDB.java","881","32","1","executeUpdate","WebGoat-8.0.0.M23/webgoat-container/src/main/java/org/owasp/webgoat/session/CreateDB.java","881","32","1","executeUpdate","To Verify","Low","","","http://DAEVEGA/CxWebClient/ViewerMain.aspx?scanid=67171&projectid=357&pathid=300","New"
"Improper Resource Access Authorization","Java\Cx\Java Low Visibility\Improper Resource Access Authorization Version:3","","PCI DSS (3.2) - 6.5.8 - Improper access control","A2-Broken Authentication and Session Management","Identification And Authentication","AC-3 Access Enforcement (P1)","","","WebGoat-8.0.0.M23/webgoat-container/src/main/java/org/owasp/webgoat/session/CreateDB.java","883","32","1","executeUpdate","WebGoat-8.0.0.M23/webgoat-container/src/main/java/org/owasp/webgoat/session/CreateDB.java","883","32","1","executeUpdate","To Verify","Low","","","http://DAEVEGA/CxWebClient/ViewerMain.aspx?scanid=67171&projectid=357&pathid=301","New"
"Improper Resource Access Authorization","Java\Cx\Java Low Visibility\Improper Resource Access Authorization Version:3","","PCI DSS (3.2) - 6.5.8 - Improper access control","A2-Broken Authentication and Session Management","Identification And Authentication","AC-3 Access Enforcement (P1)","","","WebGoat-8.0.0.M23/webgoat-container/src/main/java/org/owasp/webgoat/session/CreateDB.java","885","32","1","executeUpdate","WebGoat-8.0.0.M23/webgoat-container/src/main/java/org/owasp/webgoat/session/CreateDB.java","885","32","1","executeUpdate","To Verify","Low","","","http://DAEVEGA/CxWebClient/ViewerMain.aspx?scanid=67171&projectid=357&pathid=302","New"
"Improper Resource Access Authorization","Java\Cx\Java Low Visibility\Improper Resource Access Authorization Version:3","","PCI DSS (3.2) - 6.5.8 - Improper access control","A2-Broken Authentication and Session Management","Identification And Authentication","AC-3 Access Enforcement (P1)","","","WebGoat-8.0.0.M23/webgoat-container/src/main/java/org/owasp/webgoat/session/CreateDB.java","887","32","1","executeUpdate","WebGoat-8.0.0.M23/webgoat-container/src/main/java/org/owasp/webgoat/session/CreateDB.java","887","32","1","executeUpdate","To Verify","Low","","","http://DAEVEGA/CxWebClient/ViewerMain.aspx?scanid=67171&projectid=357&pathid=303","New"
"Improper Resource Access Authorization","Java\Cx\Java Low Visibility\Improper Resource Access Authorization Version:3","","PCI DSS (3.2) - 6.5.8 - Improper access control","A2-Broken Authentication and Session Management","Identification And Authentication","AC-3 Access Enforcement (P1)","","","WebGoat-8.0.0.M23/webgoat-container/src/main/java/org/owasp/webgoat/session/CreateDB.java","890","32","1","executeUpdate","WebGoat-8.0.0.M23/webgoat-container/src/main/java/org/owasp/webgoat/session/CreateDB.java","890","32","1","executeUpdate","To Verify","Low","","","http://DAEVEGA/CxWebClient/ViewerMain.aspx?scanid=67171&projectid=357&pathid=304","New"
"Improper Resource Access Authorization","Java\Cx\Java Low Visibility\Improper Resource Access Authorization Version:3","","PCI DSS (3.2) - 6.5.8 - Improper access control","A2-Broken Authentication and Session Management","Identification And Authentication","AC-3 Access Enforcement (P1)","","","WebGoat-8.0.0.M23/webgoat-container/src/main/java/org/owasp/webgoat/session/CreateDB.java","892","32","1","executeUpdate","WebGoat-8.0.0.M23/webgoat-container/src/main/java/org/owasp/webgoat/session/CreateDB.java","892","32","1","executeUpdate","To Verify","Low","","","http://DAEVEGA/CxWebClient/ViewerMain.aspx?scanid=67171&projectid=357&pathid=305","New"
"Improper Resource Access Authorization","Java\Cx\Java Low Visibility\Improper Resource Access Authorization Version:3","","PCI DSS (3.2) - 6.5.8 - Improper access control","A2-Broken Authentication and Session Management","Identification And Authentication","AC-3 Access Enforcement (P1)","","","WebGoat-8.0.0.M23/webgoat-container/src/main/java/org/owasp/webgoat/session/CreateDB.java","894","32","1","executeUpdate","WebGoat-8.0.0.M23/webgoat-container/src/main/java/org/owasp/webgoat/session/CreateDB.java","894","32","1","executeUpdate","To Verify","Low","","","http://DAEVEGA/CxWebClient/ViewerMain.aspx?scanid=67171&projectid=357&pathid=306","New"
"Improper Resource Access Authorization","Java\Cx\Java Low Visibility\Improper Resource Access Authorization Version:3","","PCI DSS (3.2) - 6.5.8 - Improper access control","A2-Broken Authentication and Session Management","Identification And Authentication","AC-3 Access Enforcement (P1)","","","WebGoat-8.0.0.M23/webgoat-container/src/main/java/org/owasp/webgoat/session/CreateDB.java","897","32","1","executeUpdate","WebGoat-8.0.0.M23/webgoat-container/src/main/java/org/owasp/webgoat/session/CreateDB.java","897","32","1","executeUpdate","To Verify","Low","","","http://DAEVEGA/CxWebClient/ViewerMain.aspx?scanid=67171&projectid=357&pathid=307","New"
"Improper Resource Access Authorization","Java\Cx\Java Low Visibility\Improper Resource Access Authorization Version:3","","PCI DSS (3.2) - 6.5.8 - Improper access control","A2-Broken Authentication and Session Management","Identification And Authentication","AC-3 Access Enforcement (P1)","","","WebGoat-8.0.0.M23/webgoat-container/src/main/java/org/owasp/webgoat/session/CreateDB.java","900","32","1","executeUpdate","WebGoat-8.0.0.M23/webgoat-container/src/main/java/org/owasp/webgoat/session/CreateDB.java","900","32","1","executeUpdate","To Verify","Low","","","http://DAEVEGA/CxWebClient/ViewerMain.aspx?scanid=67171&projectid=357&pathid=308","New"
"Improper Resource Access Authorization","Java\Cx\Java Low Visibility\Improper Resource Access Authorization Version:3","","PCI DSS (3.2) - 6.5.8 - Improper access control","A2-Broken Authentication and Session Management","Identification And Authentication","AC-3 Access Enforcement (P1)","","","WebGoat-8.0.0.M23/webgoat-container/src/main/java/org/owasp/webgoat/session/CreateDB.java","903","32","1","executeUpdate","WebGoat-8.0.0.M23/webgoat-container/src/main/java/org/owasp/webgoat/session/CreateDB.java","903","32","1","executeUpdate","To Verify","Low","","","http://DAEVEGA/CxWebClient/ViewerMain.aspx?scanid=67171&projectid=357&pathid=309","New"
"Improper Resource Access Authorization","Java\Cx\Java Low Visibility\Improper Resource Access Authorization Version:3","","PCI DSS (3.2) - 6.5.8 - Improper access control","A2-Broken Authentication and Session Management","Identification And Authentication","AC-3 Access Enforcement (P1)","","","WebGoat-8.0.0.M23/webgoat-container/src/main/java/org/owasp/webgoat/session/CreateDB.java","905","32","1","executeUpdate","WebGoat-8.0.0.M23/webgoat-container/src/main/java/org/owasp/webgoat/session/CreateDB.java","905","32","1","executeUpdate","To Verify","Low","","","http://DAEVEGA/CxWebClient/ViewerMain.aspx?scanid=67171&projectid=357&pathid=310","New"
"Improper Resource Access Authorization","Java\Cx\Java Low Visibility\Improper Resource Access Authorization Version:3","","PCI DSS (3.2) - 6.5.8 - Improper access control","A2-Broken Authentication and Session Management","Identification And Authentication","AC-3 Access Enforcement (P1)","","","WebGoat-8.0.0.M23/webgoat-container/src/main/java/org/owasp/webgoat/session/CreateDB.java","907","32","1","executeUpdate","WebGoat-8.0.0.M23/webgoat-container/src/main/java/org/owasp/webgoat/session/CreateDB.java","907","32","1","executeUpdate","To Verify","Low","","","http://DAEVEGA/CxWebClient/ViewerMain.aspx?scanid=67171&projectid=357&pathid=311","New"
"Improper Resource Access Authorization","Java\Cx\Java Low Visibility\Improper Resource Access Authorization Version:3","","PCI DSS (3.2) - 6.5.8 - Improper access control","A2-Broken Authentication and Session Management","Identification And Authentication","AC-3 Access Enforcement (P1)","","","WebGoat-8.0.0.M23/webgoat-container/src/main/java/org/owasp/webgoat/session/CreateDB.java","909","32","1","executeUpdate","WebGoat-8.0.0.M23/webgoat-container/src/main/java/org/owasp/webgoat/session/CreateDB.java","909","32","1","executeUpdate","To Verify","Low","","","http://DAEVEGA/CxWebClient/ViewerMain.aspx?scanid=67171&projectid=357&pathid=312","New"
"Improper Resource Access Authorization","Java\Cx\Java Low Visibility\Improper Resource Access Authorization Version:3","","PCI DSS (3.2) - 6.5.8 - Improper access control","A2-Broken Authentication and Session Management","Identification And Authentication","AC-3 Access Enforcement (P1)","","","WebGoat-8.0.0.M23/webgoat-container/src/main/java/org/owasp/webgoat/session/CreateDB.java","912","32","1","executeUpdate","WebGoat-8.0.0.M23/webgoat-container/src/main/java/org/owasp/webgoat/session/CreateDB.java","912","32","1","executeUpdate","To Verify","Low","","","http://DAEVEGA/CxWebClient/ViewerMain.aspx?scanid=67171&projectid=357&pathid=313","New"
"Improper Resource Access Authorization","Java\Cx\Java Low Visibility\Improper Resource Access Authorization Version:3","","PCI DSS (3.2) - 6.5.8 - Improper access control","A2-Broken Authentication and Session Management","Identification And Authentication","AC-3 Access Enforcement (P1)","","","WebGoat-8.0.0.M23/webgoat-container/src/main/java/org/owasp/webgoat/session/CreateDB.java","915","32","1","executeUpdate","WebGoat-8.0.0.M23/webgoat-container/src/main/java/org/owasp/webgoat/session/CreateDB.java","915","32","1","executeUpdate","To Verify","Low","","","http://DAEVEGA/CxWebClient/ViewerMain.aspx?scanid=67171&projectid=357&pathid=314","New"
"Improper Resource Access Authorization","Java\Cx\Java Low Visibility\Improper Resource Access Authorization Version:3","","PCI DSS (3.2) - 6.5.8 - Improper access control","A2-Broken Authentication and Session Management","Identification And Authentication","AC-3 Access Enforcement (P1)","","","WebGoat-8.0.0.M23/webgoat-container/src/main/java/org/owasp/webgoat/session/CreateDB.java","918","32","1","executeUpdate","WebGoat-8.0.0.M23/webgoat-container/src/main/java/org/owasp/webgoat/session/CreateDB.java","918","32","1","executeUpdate","To Verify","Low","","","http://DAEVEGA/CxWebClient/ViewerMain.aspx?scanid=67171&projectid=357&pathid=315","New"
"Improper Resource Access Authorization","Java\Cx\Java Low Visibility\Improper Resource Access Authorization Version:3","","PCI DSS (3.2) - 6.5.8 - Improper access control","A2-Broken Authentication and Session Management","Identification And Authentication","AC-3 Access Enforcement (P1)","","","WebGoat-8.0.0.M23/webgoat-container/src/main/java/org/owasp/webgoat/session/CreateDB.java","921","32","1","executeUpdate","WebGoat-8.0.0.M23/webgoat-container/src/main/java/org/owasp/webgoat/session/CreateDB.java","921","32","1","executeUpdate","To Verify","Low","","","http://DAEVEGA/CxWebClient/ViewerMain.aspx?scanid=67171&projectid=357&pathid=316","New"
"Improper Resource Access Authorization","Java\Cx\Java Low Visibility\Improper Resource Access Authorization Version:3","","PCI DSS (3.2) - 6.5.8 - Improper access control","A2-Broken Authentication and Session Management","Identification And Authentication","AC-3 Access Enforcement (P1)","","","WebGoat-8.0.0.M23/webgoat-container/src/main/java/org/owasp/webgoat/session/CreateDB.java","924","32","1","executeUpdate","WebGoat-8.0.0.M23/webgoat-container/src/main/java/org/owasp/webgoat/session/CreateDB.java","924","32","1","executeUpdate","To Verify","Low","","","http://DAEVEGA/CxWebClient/ViewerMain.aspx?scanid=67171&projectid=357&pathid=317","New"
"Improper Resource Access Authorization","Java\Cx\Java Low Visibility\Improper Resource Access Authorization Version:3","","PCI DSS (3.2) - 6.5.8 - Improper access control","A2-Broken Authentication and Session Management","Identification And Authentication","AC-3 Access Enforcement (P1)","","","WebGoat-8.0.0.M23/webgoat-container/src/main/java/org/owasp/webgoat/session/CreateDB.java","943","36","1","executeUpdate","WebGoat-8.0.0.M23/webgoat-container/src/main/java/org/owasp/webgoat/session/CreateDB.java","943","36","1","executeUpdate","To Verify","Low","","","http://DAEVEGA/CxWebClient/ViewerMain.aspx?scanid=67171&projectid=357&pathid=318","New"
"Improper Resource Access Authorization","Java\Cx\Java Low Visibility\Improper Resource Access Authorization Version:3","","PCI DSS (3.2) - 6.5.8 - Improper access control","A2-Broken Authentication and Session Management","Identification And Authentication","AC-3 Access Enforcement (P1)","","","WebGoat-8.0.0.M23/webgoat-container/src/main/java/org/owasp/webgoat/session/CreateDB.java","954","36","1","executeUpdate","WebGoat-8.0.0.M23/webgoat-container/src/main/java/org/owasp/webgoat/session/CreateDB.java","954","36","1","executeUpdate","To Verify","Low","","","http://DAEVEGA/CxWebClient/ViewerMain.aspx?scanid=67171&projectid=357&pathid=319","New"
"Improper Resource Access Authorization","Java\Cx\Java Low Visibility\Improper Resource Access Authorization Version:3","","PCI DSS (3.2) - 6.5.8 - Improper access control","A2-Broken Authentication and Session Management","Identification And Authentication","AC-3 Access Enforcement (P1)","","","WebGoat-8.0.0.M23/webgoat-container/src/main/java/org/owasp/webgoat/session/CreateDB.java","972","40","1","executeUpdate","WebGoat-8.0.0.M23/webgoat-container/src/main/java/org/owasp/webgoat/session/CreateDB.java","972","40","1","executeUpdate","To Verify","Low","","","http://DAEVEGA/CxWebClient/ViewerMain.aspx?scanid=67171&projectid=357&pathid=320","New"
"Improper Resource Access Authorization","Java\Cx\Java Low Visibility\Improper Resource Access Authorization Version:3","","PCI DSS (3.2) - 6.5.8 - Improper access control","A2-Broken Authentication and Session Management","Identification And Authentication","AC-3 Access Enforcement (P1)","","","WebGoat-8.0.0.M23/webgoat-lessons/missing-function-ac/src/main/java/org/owasp/webgoat/plugin/Users.java","35","59","1","executeQuery","WebGoat-8.0.0.M23/webgoat-lessons/missing-function-ac/src/main/java/org/owasp/webgoat/plugin/Users.java","35","59","1","executeQuery","To Verify","Low","","","http://DAEVEGA/CxWebClient/ViewerMain.aspx?scanid=67171&projectid=357&pathid=321","New"
"Improper Resource Access Authorization","Java\Cx\Java Low Visibility\Improper Resource Access Authorization Version:3","","PCI DSS (3.2) - 6.5.8 - Improper access control","A2-Broken Authentication and Session Management","Identification And Authentication","AC-3 Access Enforcement (P1)","","","WebGoat-8.0.0.M23/webgoat-lessons/challenge/src/main/java/org/owasp/webgoat/plugin/challenge5/challenge6/Assignment5.java","62","30","1","execute","WebGoat-8.0.0.M23/webgoat-lessons/challenge/src/main/java/org/owasp/webgoat/plugin/challenge5/challenge6/Assignment5.java","62","30","1","execute","To Verify","Low","","","http://DAEVEGA/CxWebClient/ViewerMain.aspx?scanid=67171&projectid=357&pathid=322","New"
"Improper Resource Access Authorization","Java\Cx\Java Low Visibility\Improper Resource Access Authorization Version:3","","PCI DSS (3.2) - 6.5.8 - Improper access control","A2-Broken Authentication and Session Management","Identification And Authentication","AC-3 Access Enforcement (P1)","","","WebGoat-8.0.0.M23/webgoat-lessons/challenge/src/main/java/org/owasp/webgoat/plugin/challenge5/challenge6/Assignment5.java","73","36","1","executeUpdate","WebGoat-8.0.0.M23/webgoat-lessons/challenge/src/main/java/org/owasp/webgoat/plugin/challenge5/challenge6/Assignment5.java","73","36","1","executeUpdate","To Verify","Low","","","http://DAEVEGA/CxWebClient/ViewerMain.aspx?scanid=67171&projectid=357&pathid=323","New"
"Improper Resource Access Authorization","Java\Cx\Java Low Visibility\Improper Resource Access Authorization Version:3","","PCI DSS (3.2) - 6.5.8 - Improper access control","A2-Broken Authentication and Session Management","Identification And Authentication","AC-3 Access Enforcement (P1)","","","WebGoat-8.0.0.M23/webgoat-lessons/challenge/src/main/java/org/owasp/webgoat/plugin/challenge5/challenge6/Assignment5.java","84","36","1","executeUpdate","WebGoat-8.0.0.M23/webgoat-lessons/challenge/src/main/java/org/owasp/webgoat/plugin/challenge5/challenge6/Assignment5.java","84","36","1","executeUpdate","To Verify","Low","","","http://DAEVEGA/CxWebClient/ViewerMain.aspx?scanid=67171&projectid=357&pathid=324","New"
"Improper Resource Access Authorization","Java\Cx\Java Low Visibility\Improper Resource Access Authorization Version:3","","PCI DSS (3.2) - 6.5.8 - Improper access control","A2-Broken Authentication and Session Management","Identification And Authentication","AC-3 Access Enforcement (P1)","","","WebGoat-8.0.0.M23/webgoat-lessons/challenge/src/main/java/org/owasp/webgoat/plugin/challenge5/challenge6/Assignment5.java","90","36","1","executeUpdate","WebGoat-8.0.0.M23/webgoat-lessons/challenge/src/main/java/org/owasp/webgoat/plugin/challenge5/challenge6/Assignment5.java","90","36","1","executeUpdate","To Verify","Low","","","http://DAEVEGA/CxWebClient/ViewerMain.aspx?scanid=67171&projectid=357&pathid=325","New"
"Improper Resource Access Authorization","Java\Cx\Java Low Visibility\Improper Resource Access Authorization Version:3","","PCI DSS (3.2) - 6.5.8 - Improper access control","A2-Broken Authentication and Session Management","Identification And Authentication","AC-3 Access Enforcement (P1)","","","WebGoat-8.0.0.M23/webgoat-lessons/challenge/src/main/java/org/owasp/webgoat/plugin/challenge5/challenge6/Assignment5.java","91","36","1","executeUpdate","WebGoat-8.0.0.M23/webgoat-lessons/challenge/src/main/java/org/owasp/webgoat/plugin/challenge5/challenge6/Assignment5.java","91","36","1","executeUpdate","To Verify","Low","","","http://DAEVEGA/CxWebClient/ViewerMain.aspx?scanid=67171&projectid=357&pathid=326","New"
"Improper Resource Access Authorization","Java\Cx\Java Low Visibility\Improper Resource Access Authorization Version:3","","PCI DSS (3.2) - 6.5.8 - Improper access control","A2-Broken Authentication and Session Management","Identification And Authentication","AC-3 Access Enforcement (P1)","","","WebGoat-8.0.0.M23/webgoat-lessons/challenge/src/main/java/org/owasp/webgoat/plugin/challenge5/challenge6/Assignment5.java","92","36","1","executeUpdate","WebGoat-8.0.0.M23/webgoat-lessons/challenge/src/main/java/org/owasp/webgoat/plugin/challenge5/challenge6/Assignment5.java","92","36","1","executeUpdate","To Verify","Low","","","http://DAEVEGA/CxWebClient/ViewerMain.aspx?scanid=67171&projectid=357&pathid=327","New"
"Improper Resource Access Authorization","Java\Cx\Java Low Visibility\Improper Resource Access Authorization Version:3","","PCI DSS (3.2) - 6.5.8 - Improper access control","A2-Broken Authentication and Session Management","Identification And Authentication","AC-3 Access Enforcement (P1)","","","WebGoat-8.0.0.M23/webgoat-lessons/challenge/src/main/java/org/owasp/webgoat/plugin/challenge5/challenge6/Assignment5.java","93","36","1","executeUpdate","WebGoat-8.0.0.M23/webgoat-lessons/challenge/src/main/java/org/owasp/webgoat/plugin/challenge5/challenge6/Assignment5.java","93","36","1","executeUpdate","To Verify","Low","","","http://DAEVEGA/CxWebClient/ViewerMain.aspx?scanid=67171&projectid=357&pathid=328","New"
"Improper Resource Access Authorization","Java\Cx\Java Low Visibility\Improper Resource Access Authorization Version:3","","PCI DSS (3.2) - 6.5.8 - Improper access control","A2-Broken Authentication and Session Management","Identification And Authentication","AC-3 Access Enforcement (P1)","","","WebGoat-8.0.0.M23/webgoat-lessons/challenge/src/main/java/org/owasp/webgoat/plugin/challenge6/Assignment6.java","52","57","1","executeQuery","WebGoat-8.0.0.M23/webgoat-lessons/challenge/src/main/java/org/owasp/webgoat/plugin/challenge6/Assignment6.java","52","57","1","executeQuery","To Verify","Low","","","http://DAEVEGA/CxWebClient/ViewerMain.aspx?scanid=67171&projectid=357&pathid=329","New"
"Improper Resource Access Authorization","Java\Cx\Java Low Visibility\Improper Resource Access Authorization Version:3","","PCI DSS (3.2) - 6.5.8 - Improper access control","A2-Broken Authentication and Session Management","Identification And Authentication","AC-3 Access Enforcement (P1)","","","WebGoat-8.0.0.M23/webgoat-lessons/challenge/src/main/java/org/owasp/webgoat/plugin/challenge6/Assignment6.java","99","30","1","execute","WebGoat-8.0.0.M23/webgoat-lessons/challenge/src/main/java/org/owasp/webgoat/plugin/challenge6/Assignment6.java","99","30","1","execute","To Verify","Low","","","http://DAEVEGA/CxWebClient/ViewerMain.aspx?scanid=67171&projectid=357&pathid=330","New"
"Improper Resource Access Authorization","Java\Cx\Java Low Visibility\Improper Resource Access Authorization Version:3","","PCI DSS (3.2) - 6.5.8 - Improper access control","A2-Broken Authentication and Session Management","Identification And Authentication","AC-3 Access Enforcement (P1)","","","WebGoat-8.0.0.M23/webgoat-lessons/challenge/src/main/java/org/owasp/webgoat/plugin/challenge6/Assignment6.java","110","36","1","executeUpdate","WebGoat-8.0.0.M23/webgoat-lessons/challenge/src/main/java/org/owasp/webgoat/plugin/challenge6/Assignment6.java","110","36","1","executeUpdate","To Verify","Low","","","http://DAEVEGA/CxWebClient/ViewerMain.aspx?scanid=67171&projectid=357&pathid=331","New"
"Improper Resource Access Authorization","Java\Cx\Java Low Visibility\Improper Resource Access Authorization Version:3","","PCI DSS (3.2) - 6.5.8 - Improper access control","A2-Broken Authentication and Session Management","Identification And Authentication","AC-3 Access Enforcement (P1)","","","WebGoat-8.0.0.M23/webgoat-lessons/challenge/src/main/java/org/owasp/webgoat/plugin/challenge6/Assignment6.java","121","36","1","executeUpdate","WebGoat-8.0.0.M23/webgoat-lessons/challenge/src/main/java/org/owasp/webgoat/plugin/challenge6/Assignment6.java","121","36","1","executeUpdate","To Verify","Low","","","http://DAEVEGA/CxWebClient/ViewerMain.aspx?scanid=67171&projectid=357&pathid=332","New"
"Improper Resource Access Authorization","Java\Cx\Java Low Visibility\Improper Resource Access Authorization Version:3","","PCI DSS (3.2) - 6.5.8 - Improper access control","A2-Broken Authentication and Session Management","Identification And Authentication","AC-3 Access Enforcement (P1)","","","WebGoat-8.0.0.M23/webgoat-lessons/challenge/src/main/java/org/owasp/webgoat/plugin/challenge6/Assignment6.java","127","36","1","executeUpdate","WebGoat-8.0.0.M23/webgoat-lessons/challenge/src/main/java/org/owasp/webgoat/plugin/challenge6/Assignment6.java","127","36","1","executeUpdate","To Verify","Low","","","http://DAEVEGA/CxWebClient/ViewerMain.aspx?scanid=67171&projectid=357&pathid=333","New"
